"","X.2","X.1","X","date_time","Year","Longitude","Latitude","Agency","Program","station_id","node_fvcom","nLayers_fvcom","sigthick_fvcom","sigma","node_EFDC","nLayers_efdc","sigthick_efdc","I_Index","J_Index","K_Index","sample_depth","water_depth","TP_ugL.1","Model_source","JulianDate"
"951",711,1794,1877,2013-08-28,2013,-77.21646,43.32472,"ECCC","GLSP","PSN 94",17677,20,2.8733,1,4205,10,5.7466,193,67,1,1,57.466,7.4,"LOEM",1377648000
"952",712,1800,1883,2013-08-28,2013,-76.52497,43.55003,"ECCC","GLSP","PSN 72",23520,20,5.76045,1,7802,10,11.5209,231,85,1,1,115.209,10.2,"LOEM",1377648000
"953",1010,656,683,2013-08-28,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,1,8694,10,14.3209,194,89,1,11,143.209,7.4,"LOTP",1377648000
"954",1136,657,684,2013-08-28,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,2,8694,10,14.3209,194,89,2,17,143.209,7.3,"LOTP",1377648000
"955",1421,658,685,2013-08-28,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,6,8694,10,14.3209,194,89,4,43,143.209,4.7,"LOTP",1377648000
"956",1468,1796,1879,2013-08-28,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,8,4043,10,4.057,205,66,4,16,40.57,6.9,"LOEM",1377648000
"957",1478,177,185,2013-08-28,2013,-77.00056,43.31333,"ECCC",NA,NA,19306,20,1.9206,8,3870,10,3.8412,205,65,5,16,38.412,6.9,"LOTP",1377648000
"958",1498,1791,1874,2013-08-28,2013,-77.989,43.383,"USEPA","GLNPO","ON38N",11566,20,1.0516,9,3126,10,2.1032,148,61,5,10,21.032,6.6,"LOEM",1377648000
"959",1554,320,335,2013-08-28,2013,-77.98972,43.38306,"ECCC",NA,NA,11566,20,0.97625,10,2956,10,1.9525,148,60,6,10,19.525,6.6,"LOTP",1377648000
"960",1604,520,542,2013-08-28,2013,-76.52639,43.4775,"ECCC",NA,NA,21291,20,0.88005,11,6689,10,1.7601,230,80,6,10,17.601,13.1,"LOTP",1377648000
"961",1628,1797,1880,2013-08-28,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,12,4043,10,4.057,205,66,6,24,40.57,5.6,"LOEM",1377648000
"962",1639,178,186,2013-08-28,2013,-77.00056,43.31333,"ECCC",NA,NA,19306,20,1.9206,12,3870,10,3.8412,205,65,7,24,38.412,5.6,"LOTP",1377648000
"963",1705,100,104,2013-08-28,2013,-77.59139,43.27556,"ECCC",NA,NA,12340,20,0.7789,14,84,10,1.5578,173,14,8,11,15.578,7.7,"LOTP",1377648000
"964",1749,1792,1875,2013-08-28,2013,-77.989,43.383,"USEPA","GLNPO","ON38N",11566,20,1.0516,15,3126,10,2.1032,148,61,8,16.5,21.032,6.8,"LOEM",1377648000
"965",1766,1798,1881,2013-08-28,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,15,4043,10,4.057,205,66,8,31,40.57,5.1,"LOEM",1377648000
"966",1778,321,336,2013-08-28,2013,-77.98972,43.38306,"ECCC",NA,NA,11566,20,0.97625,16,2956,10,1.9525,148,60,9,16.5,19.525,6.8,"LOTP",1377648000
"967",1782,179,187,2013-08-28,2013,-77.00056,43.31333,"ECCC",NA,NA,19306,20,1.9206,16,3870,10,3.8412,205,65,9,31,38.412,5.1,"LOTP",1377648000
"968",1864,1799,1882,2013-08-28,2013,-76.9988,43.3138,"GLWQA","CSMI","95",19708,20,2.0285,18,4043,10,4.057,205,66,10,36.5,40.57,5.2,"LOEM",1377648000
"969",1980,180,188,2013-08-28,2013,-77.00056,43.31333,"ECCC",NA,NA,19306,20,1.9206,19,3870,10,3.8412,205,65,10,36.5,38.412,5.2,"LOTP",1377648000
"970",2048,659,686,2013-08-28,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,19,8694,10,14.3209,194,89,10,140,143.209,5.5,"LOTP",1377648000
"971",2189,660,687,2013-08-28,2013,-77.19972,43.57972,"ECCC",NA,NA,23161,20,7.16045,20,8694,10,14.3209,194,89,10,150,143.209,5.8,"LOTP",1377648000
"972",210,1801,1884,2013-08-29,2013,-76.221,43.657,"NYSDEC","BMP","SPL",17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,10,"LOEM",1377734400
"973",592,878,913,2013-08-29,2013,-76.28778,43.63278,"",NA,NA,20553,20,1.7708,1,8744,10,3.5416,244,89,1,1,35.416,10.1,"LOTP",1377734400
"974",603,1044,1081,2013-08-29,2013,-77.01694,43.73222,"ECCC",NA,NA,25427,20,4.4784,1,11134,10,8.9568,207,100,1,1,89.568,6.9,"LOTP",1377734400
"975",606,1054,1091,2013-08-29,2013,-76.51778,43.74944,"ECCC",NA,NA,25474,20,3.1952,1,10742,10,6.3904,233,98,1,1,63.904,7.7,"LOTP",1377734400
"976",611,1102,1139,2013-08-29,2013,-77.43667,43.77167,"ECCC",NA,NA,21746,20,2.67605,1,11516,10,5.3521,177,102,1,1,53.521,8.4,"LOTP",1377734400
"977",618,1145,1184,2013-08-29,2013,-77.15806,43.78611,"ECCC",NA,NA,24116,20,2.3295,1,11931,10,4.659,197,104,1,1,46.59,8.1,"LOTP",1377734400
"978",633,1218,1261,2013-08-29,2013,-76.355,43.84306,"ECCC",NA,NA,22696,20,1.65475,1,11783,10,3.3095,242,103,1,1,33.095,9.6,"LOTP",1377734400
"979",635,1221,1264,2013-08-29,2013,-76.99944,43.87944,"ECCC",NA,NA,24379,20,0.59365,1,12839,10,1.1873,209,110,1,1,11.873,8.4,"LOTP",1377734400
"980",643,1252,1296,2013-08-29,2013,-76.73389,43.88694,"ECCC",NA,NA,27466,20,1.71845,1,12656,10,3.4369,223,108,1,1,34.369,9.2,"LOTP",1377734400
"981",660,1284,1329,2013-08-29,2013,-76.23194,43.93444,"ECCC",NA,NA,9121,20,1.02465,1,12682,10,2.0493,249,108,1,1,20.493,18,"LOTP",1377734400
"982",663,1297,1343,2013-08-29,2013,-76.17472,43.94972,"ECCC",NA,NA,7045,20,0.681,1,12685,10,1.362,252,108,1,1,13.62,15.3,"LOTP",1377734400
"983",667,1308,1355,2013-08-29,2013,-76.40833,43.95667,"ECCC",NA,NA,20354,20,1.19585,1,12871,10,2.3917,241,110,1,1,23.917,8.3,"LOTP",1377734400
"984",671,1315,1363,2013-08-29,2013,-76.6725,44.01694,"ECCC",NA,NA,28649,20,1.7677,1,13303,10,3.5354,228,117,1,1,35.354,7.5,"LOTP",1377734400
"985",675,1327,1378,2013-08-29,2013,-76.81167,44.06722,"ECCC",NA,NA,29821,20,1.1733,1,13480,10,2.3466,221,122,1,1,23.466,8.3,"LOTP",1377734400
"986",677,1329,1380,2013-08-29,2013,-76.52111,44.07528,"ECCC",NA,NA,25606,20,0.9321,1,13417,10,1.8642,236,120,1,1,18.642,9.4,"LOTP",1377734400
"987",680,1336,1387,2013-08-29,2013,-76.82472,44.13583,"ECCC",NA,NA,29999,20,1.64885,1,13622,10,3.2977,221,127,1,1,32.977,13.8,"LOTP",1377734400
"988",683,1348,1399,2013-08-29,2013,-76.60972,44.14139,"ECCC",NA,NA,27147,20,0.92105,1,13608,10,1.8421,233,126,1,1,18.421,6.9,"LOTP",1377734400
"989",713,1803,1886,2013-08-29,2013,-76.1755,43.95059,"ECCC","GLSP","PSN 76",7199,20,0.681,1,12685,10,1.362,252,108,1,1,13.62,15.3,"LOEM",1377734400
"990",714,1804,1887,2013-08-29,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,1,11930,10,4.9535,196,104,1,1,49.535,8.1,"LOEM",1377734400
"991",1410,1146,1185,2013-08-29,2013,-77.15806,43.78611,"ECCC",NA,NA,24116,20,2.3295,6,11931,10,4.659,197,104,4,16,46.59,7.8,"LOTP",1377734400
"992",1411,1805,1888,2013-08-29,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,6,11930,10,4.9535,196,104,4,16,49.535,7.8,"LOEM",1377734400
"993",1441,1337,1388,2013-08-29,2013,-76.82472,44.13583,"ECCC",NA,NA,29999,20,1.64885,7,13622,10,3.2977,221,127,4,13,32.977,9.7,"LOTP",1377734400
"994",1450,1055,1092,2013-08-29,2013,-76.51778,43.74944,"ECCC",NA,NA,25474,20,3.1952,7,10742,10,6.3904,233,98,4,25.5,63.904,5.9,"LOTP",1377734400
"995",1451,1802,1885,2013-08-29,2013,-76.518,43.7485,"GLWQA","CSMI","74",25474,20,3.1952,7,10742,10,6.3904,233,98,5,25.5,63.904,5.9,"LOEM",1377734400
"996",1494,1285,1330,2013-08-29,2013,-76.23194,43.93444,"ECCC",NA,NA,9121,20,1.02465,9,12682,10,2.0493,249,108,5,10,20.493,10.1,"LOTP",1377734400
"997",1508,1806,1889,2013-08-29,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,9,11930,10,4.9535,196,104,5,24,49.535,5.3,"LOEM",1377734400
"998",1563,1147,1186,2013-08-29,2013,-77.15806,43.78611,"ECCC",NA,NA,24116,20,2.3295,10,11931,10,4.659,197,104,6,24,46.59,5.3,"LOTP",1377734400
"999",1568,1056,1093,2013-08-29,2013,-76.51778,43.74944,"ECCC",NA,NA,25474,20,3.1952,10,10742,10,6.3904,233,98,6,32,63.904,5.8,"LOTP",1377734400
"1000",1607,1316,1365,2013-08-29,2013,-76.6725,44.01694,"ECCC",NA,NA,28649,20,1.7677,11,13303,10,3.5354,228,117,6,20,35.354,5.6,"LOTP",1377734400
"1001",1675,1338,1389,2013-08-29,2013,-76.82472,44.13583,"ECCC",NA,NA,29999,20,1.64885,13,13622,10,3.2977,221,127,7,21.5,32.977,5.7,"LOTP",1377734400
"1002",1677,1317,1366,2013-08-29,2013,-76.6725,44.01694,"ECCC",NA,NA,28649,20,1.7677,13,13303,10,3.5354,228,117,7,23,35.354,12.6,"LOTP",1377734400
"1003",1718,1318,1367,2013-08-29,2013,-76.6725,44.01694,"ECCC",NA,NA,28649,20,1.7677,14,13303,10,3.5354,228,117,8,26,35.354,6.3,"LOTP",1377734400
"1004",1728,1057,1094,2013-08-29,2013,-76.51778,43.74944,"ECCC",NA,NA,25474,20,3.1952,14,10742,10,6.3904,233,98,8,46,63.904,4.4,"LOTP",1377734400
"1005",1783,1807,1890,2013-08-29,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,16,11930,10,4.9535,196,104,9,40,49.535,3.6,"LOEM",1377734400
"1006",1818,1148,1187,2013-08-29,2013,-77.15806,43.78611,"ECCC",NA,NA,24116,20,2.3295,17,11931,10,4.659,197,104,9,40,46.59,3.6,"LOTP",1377734400
"1007",1820,1808,1891,2013-08-29,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,17,11930,10,4.9535,196,104,9,43.5,49.535,4.2,"LOEM",1377734400
"1008",1890,1149,1188,2013-08-29,2013,-77.15806,43.78611,"ECCC",NA,NA,24116,20,2.3295,18,11931,10,4.659,197,104,10,43.5,46.59,4.2,"LOTP",1377734400
"1009",1895,1058,1095,2013-08-29,2013,-76.51778,43.74944,"ECCC",NA,NA,25474,20,3.1952,18,10742,10,6.3904,233,98,10,58,63.904,5.6,"LOTP",1377734400
"1010",1978,1319,1368,2013-08-29,2013,-76.6725,44.01694,"ECCC",NA,NA,28649,20,1.7677,19,13303,10,3.5354,228,117,10,34,35.354,3.7,"LOTP",1377734400
"1011",2135,1286,1331,2013-08-29,2013,-76.23194,43.93444,"ECCC",NA,NA,9121,20,1.02465,20,12682,10,2.0493,249,108,10,21,20.493,12.5,"LOTP",1377734400
"1012",2141,1339,1390,2013-08-29,2013,-76.82472,44.13583,"ECCC",NA,NA,29999,20,1.64885,20,13622,10,3.2977,221,127,10,33,32.977,6.3,"LOTP",1377734400
"1013",2143,1340,1391,2013-08-29,2013,-76.82472,44.13583,"ECCC",NA,NA,29999,20,1.64885,20,13622,10,3.2977,221,127,10,37.5,32.977,6.1,"LOTP",1377734400
"1014",2153,1341,1392,2013-08-29,2013,-76.82472,44.13583,"ECCC",NA,NA,29999,20,1.64885,20,13622,10,3.2977,221,127,10,45.5,32.977,7.5,"LOTP",1377734400
"1015",2160,1150,1189,2013-08-29,2013,-77.15806,43.78611,"ECCC",NA,NA,24116,20,2.3295,20,11931,10,4.659,197,104,10,51,46.59,5.1,"LOTP",1377734400
"1016",2161,1809,1892,2013-08-29,2013,-77.158,43.789,"USEPA","GLNPO","ON61N",24116,20,2.47675,20,11930,10,4.9535,196,104,10,51,49.535,5.1,"LOEM",1377734400
"1017",2166,1059,1096,2013-08-29,2013,-76.51778,43.74944,"ECCC",NA,NA,25474,20,3.1952,20,10742,10,6.3904,233,98,10,66,63.904,5,"LOTP",1377734400
"1018",272,1810,1893,2013-08-30,2013,-77.69077,43.88519,"ECCC","GLSP","PSN 46",17114,20,2.447,0,12252,10,4.894,160,106,1,1,48.94,6.9,"LOEM",1377820800
"1019",600,957,994,2013-08-30,2013,-78.02583,43.71639,"ECCC",NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,1,131.193,5.4,"LOTP",1377820800
"1020",622,1182,1222,2013-08-30,2013,-77.78361,43.82,"ECCC",NA,NA,16194,20,3.6081,1,11495,10,7.2162,156,102,1,1,72.162,5.5,"LOTP",1377820800
"1021",630,1200,1241,2013-08-30,2013,-78.0375,43.83972,"ECCC",NA,NA,13253,20,3.34285,1,11483,10,6.6857,144,102,1,1,66.857,7.2,"LOTP",1377820800
"1022",637,1236,1279,2013-08-30,2013,-77.68917,43.88556,"ECCC",NA,NA,16635,20,2.5141,1,12253,10,5.0282,161,106,1,1,50.282,6.9,"LOTP",1377820800
"1023",664,1302,1348,2013-08-30,2013,-77.5875,43.95083,"",NA,NA,15761,20,0.87875,1,12976,10,1.7575,166,112,1,1,17.575,8.5,"LOTP",1377820800
"1024",978,958,995,2013-08-30,2013,-78.02583,43.71639,"ECCC",NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,7,131.193,5.6,"LOTP",1377820800
"1025",1134,959,996,2013-08-30,2013,-78.02583,43.71639,"ECCC",NA,NA,14358,20,6.55965,2,9791,10,13.1193,145,94,2,16,131.193,8,"LOTP",1377820800
"1026",1358,960,997,2013-08-30,2013,-78.02583,43.71639,"ECCC",NA,NA,14358,20,6.55965,5,9791,10,13.1193,145,94,3,35,131.193,9.9,"LOTP",1377820800
"1027",1927,961,998,2013-08-30,2013,-78.02583,43.71639,"ECCC",NA,NA,14358,20,6.55965,18,9791,10,13.1193,145,94,10,119,131.193,1.2,"LOTP",1377820800
"1028",2017,962,999,2013-08-30,2013,-78.02583,43.71639,"ECCC",NA,NA,14358,20,6.55965,19,9791,10,13.1193,145,94,10,127,131.193,1,"LOTP",1377820800
"1029",532,414,433,2013-09-03,2013,-79.65833,43.42472,"ECCC",NA,NA,2420,20,0.9112,1,10115,10,1.8224,33,96,1,1,18.224,14.4,"LOTP",1378166400
"1030",542,512,533,2013-09-03,2013,-79.53028,43.46611,"ECCC",NA,NA,4215,20,3.16375,1,10127,10,6.3275,45,96,1,1,63.275,9.7,"LOTP",1378166400
"1031",554,553,576,2013-09-03,2013,-79.3525,43.50222,"ECCC",NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,1,106.864,11.3,"LOTP",1378166400
"1032",574,680,707,2013-09-03,2013,-79.39389,43.58611,"ECCC",NA,NA,4917,20,3.0271,1,11192,10,6.0542,58,101,1,1,60.542,15.6,"LOTP",1378166400
"1033",589,860,893,2013-09-03,2013,-79.4525,43.62306,"ECCC",NA,NA,3096,20,0.7571,1,11982,10,1.5142,56,105,1,1,15.142,10.5,"LOTP",1378166400
"1034",1336,861,895,2013-09-03,2013,-79.4525,43.62306,"ECCC",NA,NA,3096,20,0.7571,5,11982,10,1.5142,56,105,3,4,15.142,9.8,"LOTP",1378166400
"1035",1491,862,896,2013-09-03,2013,-79.4525,43.62306,"ECCC",NA,NA,3096,20,0.7571,9,11982,10,1.5142,56,105,5,7,15.142,9.6,"LOTP",1378166400
"1036",1596,863,897,2013-09-03,2013,-79.4525,43.62306,"ECCC",NA,NA,3096,20,0.7571,11,11982,10,1.5142,56,105,6,9,15.142,6.8,"LOTP",1378166400
"1037",1597,1811,1894,2013-09-03,2013,-79.4525,43.6238,"GLWQA","CSMI","8",3096,20,0.7571,11,11982,10,1.5142,56,105,7,9,15.142,6.8,"LOEM",1378166400
"1038",1801,864,898,2013-09-03,2013,-79.4525,43.62306,"ECCC",NA,NA,3096,20,0.7571,17,11982,10,1.5142,56,105,9,13,15.142,5.9,"LOTP",1378166400
"1039",573,679,706,2013-09-04,2013,-79.31111,43.58444,"ECCC",NA,NA,5623,20,4.8063,1,10783,10,9.6126,64,99,1,1,96.126,12.9,"LOTP",1378252800
"1040",586,855,886,2013-09-04,2013,-79.01694,43.60861,"ECCC",NA,NA,7397,20,6.01595,1,9949,10,12.0319,84,95,1,1,120.319,6.4,"LOTP",1378252800
"1041",594,910,946,2013-09-04,2013,-79.26583,43.66806,"ECCC",NA,NA,5332,20,0.5346,1,11803,10,1.0692,69,104,1,1,10.692,16.7,"LOTP",1378252800
"1042",597,933,970,2013-09-04,2013,-78.95556,43.70361,"ECCC",NA,NA,7534,20,4.77,1,11224,10,9.54,90,101,1,1,95.4,10.4,"LOTP",1378252800
"1043",608,1066,1103,2013-09-04,2013,-79.08222,43.75,"ECCC",NA,NA,6422,20,1.9348,1,12175,10,3.8696,83,106,1,1,38.696,8.8,"LOTP",1378252800
"1044",614,1121,1160,2013-09-04,2013,-78.85389,43.77472,"ECCC",NA,NA,7604,20,3.14965,1,11639,10,6.2993,98,103,1,1,62.993,8.4,"LOTP",1378252800
"1045",617,1144,1183,2013-09-04,2013,-78.43778,43.78306,"ECCC",NA,NA,10028,20,3.711,1,11257,10,7.422,123,101,1,1,74.22,7.6,"LOTP",1378252800
"1046",624,1188,1228,2013-09-04,2013,-78.66111,43.82889,"ECCC",NA,NA,8403,20,1.98775,1,12023,10,3.9755,110,105,1,1,39.755,7.2,"LOTP",1378252800
"1047",629,1193,1234,2013-09-04,2013,-78.86833,43.83028,"",NA,NA,6991,20,0.95455,1,12366,10,1.9091,98,107,1,1,19.091,8.8,"LOTP",1378252800
"1048",638,1237,1280,2013-09-04,2013,-78.45889,43.88611,"ECCC",NA,NA,9228,20,1.07105,1,12391,10,2.1421,123,107,1,1,21.421,10.3,"LOTP",1378252800
"1049",658,1282,1326,2013-09-04,2013,-78.30639,43.91972,"ECCC",NA,NA,9685,20,1.1749,1,12399,10,2.3498,131,107,1,1,23.498,6.4,"LOTP",1378252800
"1050",715,1813,1896,2013-09-04,2013,-78.8531,43.7751,"GLWQA","CSMI","28",7604,20,3.14965,1,11639,10,6.2993,98,103,1,1,62.993,8.4,"LOEM",1378252800
"1051",716,1814,1897,2013-09-04,2013,-78.871,43.819,"USEPA","GLNPO","ON29N",6992,20,1.5099,1,12366,10,3.0198,98,106,1,1,30.198,8.8,"LOEM",1378252800
"1052",717,1815,1898,2013-09-04,2013,-78.45999,43.88659,"ECCC","GLSP","PSN 31",9228,20,1.07105,1,12390,10,2.1421,123,107,1,1,21.421,10.3,"LOEM",1378252800
"1053",787,1238,1281,2013-09-04,2013,-78.45889,43.88611,"ECCC",NA,NA,9228,20,1.07105,1,12391,10,2.1421,123,107,1,2,21.421,6.7,"LOTP",1378252800
"1054",833,1816,1899,2013-09-04,2013,-78.45999,43.88659,"ECCC","GLSP","PSN 31",9228,20,1.07105,1,12390,10,2.1421,123,107,2,2,21.421,6.7,"LOEM",1378252800
"1055",1076,874,909,2013-09-04,2013,-79.37833,43.63167,"ECCC",NA,NA,4338,20,0.40155,2,11799,8,1.003875,61,104,1,1,8.031,17.7,"LOTP",1378252800
"1056",1080,905,941,2013-09-04,2013,-79.36167,43.63806,"ECCC",NA,NA,4170,20,0.3949,2,11800,8,0.98725,62,104,2,1,7.898,21.7,"LOTP",1378252800
"1057",1083,1296,1342,2013-09-04,2013,-78.05,43.94972,"ECCC",NA,NA,10984,20,0.4132,2,12577,8,1.033,143,108,1,1,8.264,6,"LOTP",1378252800
"1058",1086,1812,1895,2013-09-04,2013,-79.37843,43.63201,"ECCC","GLSP","PSN 726",4338,20,0.40155,2,11799,8,1.003875,61,104,2,1,8.031,17.7,"LOEM",1378252800
"1059",1107,1067,1104,2013-09-04,2013,-79.08222,43.75,"ECCC",NA,NA,6422,20,1.9348,2,12175,10,3.8696,83,106,2,5,38.696,10.3,"LOTP",1378252800
"1060",1342,1239,1282,2013-09-04,2013,-78.45889,43.88611,"ECCC",NA,NA,9228,20,1.07105,5,12391,10,2.1421,123,107,3,6,21.421,6,"LOTP",1378252800
"1061",1343,1817,1900,2013-09-04,2013,-78.45999,43.88659,"ECCC","GLSP","PSN 31",9228,20,1.07105,5,12390,10,2.1421,123,107,4,6,21.421,6,"LOEM",1378252800
"1062",1349,1068,1105,2013-09-04,2013,-79.08222,43.75,"ECCC",NA,NA,6422,20,1.9348,5,12175,10,3.8696,83,106,3,11,38.696,7.8,"LOTP",1378252800
"1063",1556,1240,1283,2013-09-04,2013,-78.45889,43.88611,"ECCC",NA,NA,9228,20,1.07105,10,12391,10,2.1421,123,107,6,11,21.421,3.3,"LOTP",1378252800
"1064",1557,1818,1901,2013-09-04,2013,-78.45999,43.88659,"ECCC","GLSP","PSN 31",9228,20,1.07105,10,12390,10,2.1421,123,107,6,11,21.421,3.3,"LOEM",1378252800
"1065",1641,1069,1106,2013-09-04,2013,-79.08222,43.75,"ECCC",NA,NA,6422,20,1.9348,12,12175,10,3.8696,83,106,7,25,38.696,3.9,"LOTP",1378252800
"1066",1750,1241,1284,2013-09-04,2013,-78.45889,43.88611,"ECCC",NA,NA,9228,20,1.07105,15,12391,10,2.1421,123,107,8,17,21.421,3.2,"LOTP",1378252800
"1067",1751,1819,1902,2013-09-04,2013,-78.45999,43.88659,"ECCC","GLSP","PSN 31",9228,20,1.07105,15,12390,10,2.1421,123,107,9,17,21.421,3.2,"LOEM",1378252800
"1068",1793,906,942,2013-09-04,2013,-79.36167,43.63806,"ECCC",NA,NA,4170,20,0.3949,17,11800,8,0.98725,62,104,8,7,7.898,23.8,"LOTP",1378252800
"1069",1886,1070,1107,2013-09-04,2013,-79.08222,43.75,"ECCC",NA,NA,6422,20,1.9348,18,12175,10,3.8696,83,106,10,35,38.696,2.6,"LOTP",1378252800
"1070",2146,1071,1108,2013-09-04,2013,-79.08222,43.75,"ECCC",NA,NA,6422,20,1.9348,20,12175,10,3.8696,83,106,10,43,38.696,2.7,"LOTP",1378252800
"1071",121,1820,1903,2013-09-05,2013,-77.31,43.47,"NYSDEC","BMP","SPO",21150,20,10.094,0,6647,10,20.188,188,80,1,0,201.88,6.75,"LOEM",1378339200
"1072",50,1828,1912,2013-09-06,2013,-78.12,43.41,"NYSDEC","BMP","OON",10683,20,3.1165,0,4679,10,6.233,140,70,1,0,62.33,9.25,"LOEM",1378425600
"1073",148,1829,1913,2013-09-09,2013,-76.961,43.289,"NYSDEC","BMP","SOL",17203,20,0.462,0,1525,9,1.026666667,208,51,1,0,9.24,8.6,"LOEM",1378684800
"1074",32,1845,1930,2013-09-10,2013,-78.192,43.382,"NYSDEC","BMP","OOL",9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,10,"LOEM",1378771200
"1075",265,1830,1914,2013-09-10,2013,-78.8328,43.6668,"GLWQA","CSMI","27",8221,20,5.654,0,10179,10,11.308,97,96,1,2,113.08,5.91,"LOEM",1378771200
"1076",834,1835,1919,2013-09-10,2013,-78.7586,43.4613,"GLWQA","CSMI","34",7704,20,7.0596,1,6349,10,14.1192,97,79,1,2,141.192,6.702,"LOEM",1378771200
"1077",835,1837,1921,2013-09-10,2013,-78.73,43.3599,"GLWQA","CSMI","35",7121,20,1.5162,1,4108,10,3.0324,96,67,2,2,30.324,7.533,"LOEM",1378771200
"1078",836,1838,1922,2013-09-10,2013,-78.871,43.819,"USEPA","GLNPO","ON29N",6992,20,1.5099,1,12366,10,3.0198,98,106,1,2,30.198,5.486,"LOEM",1378771200
"1079",837,1842,1926,2013-09-10,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,1,8835,10,13.6241,97,91,1,2,136.241,6.511,"LOEM",1378771200
"1080",838,1846,1931,2013-09-10,2013,-78.8531,43.7751,"GLWQA","CSMI","28",7604,20,3.14965,1,11639,10,6.2993,98,103,1,2,62.993,5.384,"LOEM",1378771200
"1081",906,497,516,2013-09-10,2013,-78.76,43.46,"LOLA2013",NA,NA,7704,20,7.0596,1,6349,10,14.1192,97,79,1,5,141.192,6.702,"LOTP",1378771200
"1082",929,773,803,2013-09-10,2013,-78.8008,43.5964,"LOLA2013",NA,NA,8348,20,6.93235,1,8835,10,13.8647,97,90,1,5,138.647,6.511,"LOTP",1378771200
"1083",938,918,954,2013-09-10,2013,-78.83,43.69,"LOLA2013",NA,NA,8091,20,5.32185,1,10395,10,10.6437,98,97,1,5,106.437,5.91,"LOTP",1378771200
"1084",953,1126,1165,2013-09-10,2013,-78.8533,43.775,"ECCC",NA,NA,7604,20,3.14965,1,11639,10,6.2993,98,103,1,5,62.993,5.384,"LOTP",1378771200
"1085",1164,1836,1920,2013-09-10,2013,-78.7586,43.4613,"GLWQA","CSMI","34",7704,20,7.0596,2,6349,10,14.1192,97,79,2,20,141.192,6.004,"LOEM",1378771200
"1086",1180,1832,1916,2013-09-10,2013,-78.8328,43.6668,"GLWQA","CSMI","27",8221,20,5.654,3,10179,10,11.308,97,96,2,15,113.08,5.368,"LOEM",1378771200
"1087",1194,292,305,2013-09-10,2013,-78.73,43.36,"ECCC",NA,NA,7121,20,1.5162,3,4108,10,3.0324,96,67,2,5,30.324,7.533,"LOTP",1378771200
"1088",1196,1168,1208,2013-09-10,2013,-78.87,43.8183,"LOLA2013",NA,NA,7139,20,1.5099,3,12190,10,3.0198,98,106,2,5,30.198,5.486,"LOTP",1378771200
"1089",1212,1847,1932,2013-09-10,2013,-78.8531,43.7751,"GLWQA","CSMI","28",7604,20,3.14965,3,11639,10,6.2993,98,103,3,12,62.993,5.624,"LOEM",1378771200
"1090",1222,920,956,2013-09-10,2013,-78.83,43.69,"LOLA2013",NA,NA,8091,20,5.32185,3,10395,10,10.6437,98,97,2,20,106.437,5.368,"LOTP",1378771200
"1091",1231,1844,1928,2013-09-10,2013,-78.802,43.6,"USEPA","GLNPO","ON33M",8348,20,6.81205,3,8835,10,13.6241,97,91,2,22,136.241,4.278,"LOEM",1378771200
"1092",1235,499,518,2013-09-10,2013,-78.76,43.46,"LOLA2013",NA,NA,7704,20,7.0596,3,6349,10,14.1192,97,79,2,25,141.192,6.004,"LOTP",1378771200
"1093",1242,775,805,2013-09-10,2013,-78.8008,43.5964,"LOLA2013",NA,NA,8348,20,6.93235,3,8835,10,13.8647,97,90,2,26,138.647,4.278,"LOTP",1378771200
"1094",1353,1128,1167,2013-09-10,2013,-78.8533,43.775,"ECCC",NA,NA,7604,20,3.14965,5,11639,10,6.2993,98,103,3,16,62.993,5.624,"LOTP",1378771200
"1095",1501,293,306,2013-09-10,2013,-78.73,43.36,"ECCC",NA,NA,7121,20,1.5162,9,4108,10,3.0324,96,67,5,15,30.324,6.298,"LOTP",1378771200
"1096",1502,1169,1209,2013-09-10,2013,-78.87,43.8183,"LOLA2013",NA,NA,7139,20,1.5099,9,12190,10,3.0198,98,106,5,15,30.198,3.726,"LOTP",1378771200
"1097",1504,1839,1923,2013-09-10,2013,-78.871,43.819,"USEPA","GLNPO","ON29N",6992,20,1.5099,9,12366,10,3.0198,98,106,5,15,30.198,3.726,"LOEM",1378771200
